time_sec,mid_price,best_bid,best_ask,hft_agg_inventory,imbalance
752.0,1172.875,1172.5,1173.25,118.0,0.8260869565217391
753.0,1172.75,1172.75,NaN,119.0,1.0
754.0,1172.25,1172.25,NaN,117.0,1.0
755.0,1172.0,1172.0,NaN,116.0,1.0
756.0,1172.0,1172.0,NaN,119.0,1.0
757.0,1171.5,1171.5,NaN,120.0,1.0
758.0,1171.0,1171.0,NaN,120.0,1.0
759.0,1170.75,1170.75,NaN,120.0,1.0
760.0,1170.5,1170.5,NaN,120.0,1.0
761.0,1170.5,1170.5,NaN,120.0,1.0
762.0,1171.5,1171.25,1171.75,96.0,-0.8181818181818182
763.0,1171.75,NaN,1171.75,80.0,-1.0
764.0,1173.875,1173.25,1174.5,87.0,0.14285714285714285
765.0,1173.75,1173.75,NaN,99.0,1.0
766.0,1175.0,NaN,1175.0,75.0,-1.0
767.0,1174.625,1174.0,1175.25,65.0,-0.3333333333333333
768.0,1175.125,1174.5,1175.75,81.0,0.2727272727272727
769.0,1175.375,1174.75,1176.0,96.0,0.4
770.0,1176.25,1176.25,NaN,114.0,1.0
771.0,1176.5,1176.5,NaN,117.0,1.0
772.0,1177.0,1176.25,1177.75,118.0,0.9
773.0,1176.5,1176.5,NaN,119.0,1.0
774.0,1176.5,1176.5,NaN,120.0,1.0
775.0,1176.0,1176.0,NaN,120.0,1.0
776.0,1176.25,1176.25,NaN,119.0,1.0
777.0,1177.375,1176.5,1178.25,116.0,0.875
778.0,1177.25,1177.25,NaN,116.0,1.0
779.0,1176.75,1176.75,NaN,117.0,1.0
780.0,1177.75,1177.75,NaN,116.0,1.0
781.0,1177.75,1177.75,NaN,116.0,1.0
782.0,1177.75,1177.75,NaN,119.0,1.0
783.0,1177.25,1177.25,NaN,119.0,1.0
784.0,1178.25,1178.25,NaN,119.0,1.0
785.0,1178.0,1178.0,NaN,120.0,1.0
786.0,1178.0,1178.0,NaN,116.0,1.0
787.0,1177.5,1177.5,NaN,120.0,1.0
788.0,1177.625,1177.0,1178.25,112.0,0.8518518518518519
789.0,1180.0,1180.0,NaN,116.0,1.0
790.0,1179.5,1179.5,NaN,108.0,1.0
791.0,1182.625,1182.0,1183.25,83.0,-0.5555555555555556
792.0,1184.25,NaN,1184.25,67.0,-1.0
793.0,1184.625,1184.25,1185.0,47.0,-0.4782608695652174
794.0,1185.375,1185.0,1185.75,28.0,-0.7777777777777778
795.0,1185.75,1185.25,1186.25,21.0,-0.7647058823529411
796.0,1185.5,1185.5,NaN,27.0,1.0
797.0,1185.0,1184.5,1185.5,46.0,0.8461538461538461
798.0,1184.0,1184.0,NaN,63.0,1.0
799.0,1184.5,1184.5,NaN,81.0,1.0
800.0,1186.25,1186.25,NaN,98.0,1.0
801.0,1188.375,1187.75,1189.0,91.0,0.0
802.0,1187.5,1186.5,1188.5,84.0,-0.058823529411764705
803.0,1190.0,NaN,1190.0,56.0,-1.0
804.0,1189.625,1188.75,1190.5,37.0,-0.6470588235294118
805.0,1190.75,NaN,1190.75,20.0,-1.0
806.0,1190.0,1189.5,1190.5,31.0,-0.875
807.0,1189.75,1189.25,1190.25,22.0,0.6923076923076923
808.0,1189.5,1189.0,1190.0,18.0,0.8888888888888888
809.0,1189.375,1188.5,1190.25,32.0,0.6
810.0,1189.375,1188.75,1190.0,60.0,0.7894736842105263
811.0,1188.75,1188.75,NaN,83.0,1.0
812.0,1192.0,1191.25,1192.75,100.0,0.6666666666666666
813.0,1191.5,1190.75,1192.25,105.0,0.8666666666666667
814.0,1191.5,1191.5,NaN,115.0,1.0
815.0,1192.5,1191.75,1193.25,114.0,0.9166666666666666
816.0,1191.75,1191.75,NaN,118.0,1.0
817.0,1191.5,1191.5,NaN,119.0,1.0
818.0,1191.5,1191.5,NaN,115.0,1.0
819.0,1191.5,1191.5,NaN,117.0,1.0
820.0,1191.25,1191.25,NaN,118.0,1.0
821.0,1191.25,1191.25,NaN,117.0,1.0
822.0,1192.25,1192.25,NaN,117.0,1.0
823.0,1191.75,1191.75,NaN,119.0,1.0
824.0,1191.5,1191.5,NaN,114.0,1.0
825.0,1193.5,1192.75,1194.25,117.0,0.7777777777777778
826.0,1194.25,1194.25,NaN,116.0,1.0
827.0,1195.75,1195.75,NaN,117.0,1.0
828.0,1195.5,1195.5,NaN,118.0,1.0
829.0,1194.75,1194.75,NaN,119.0,1.0
830.0,1195.5,1194.75,1196.25,116.0,0.9259259259259259
831.0,1196.0,1195.75,1196.25,84.0,-0.7777777777777778
832.0,1198.0,NaN,1198.0,65.0,-1.0
833.0,1199.0,NaN,1199.0,56.0,-1.0
834.0,1199.75,1199.5,1200.0,49.0,-0.8181818181818182
835.0,1201.0,NaN,1201.0,43.0,-1.0
836.0,1200.125,1199.5,1200.75,49.0,-0.42857142857142855
837.0,1199.875,1199.25,1200.5,61.0,-0.8666666666666667
838.0,1201.0,NaN,1201.0,65.0,-1.0
839.0,1199.375,1198.75,1200.0,79.0,-0.75
840.0,1196.625,1196.0,1197.25,95.0,-0.09090909090909091
841.0,1195.375,1194.75,1196.0,103.0,-0.5
842.0,1195.0,NaN,1195.0,115.0,-1.0
843.0,1192.625,1192.0,1193.25,115.0,-0.8461538461538461
844.0,1193.5,NaN,1193.5,117.0,-1.0
845.0,1194.0,NaN,1194.0,119.0,-1.0
846.0,1194.0,NaN,1194.0,119.0,-1.0
847.0,1193.75,1193.0,1194.5,118.0,-0.9259259259259259
848.0,1195.0,NaN,1195.0,116.0,-1.0
849.0,1193.25,NaN,1193.25,116.0,-1.0
850.0,1191.25,NaN,1191.25,118.0,-1.0
851.0,1190.5,NaN,1190.5,118.0,-1.0
852.0,1190.0,NaN,1190.0,116.0,-1.0
853.0,1190.0,NaN,1190.0,116.0,-1.0
854.0,1189.75,1189.0,1190.5,117.0,-0.9
855.0,1190.25,NaN,1190.25,120.0,-1.0
856.0,1189.75,NaN,1189.75,119.0,-1.0
857.0,1190.25,NaN,1190.25,117.0,-1.0
858.0,1189.5,NaN,1189.5,113.0,-1.0
859.0,1188.75,NaN,1188.75,119.0,-1.0
860.0,1188.5,NaN,1188.5,116.0,-1.0
861.0,1187.5,NaN,1187.5,117.0,-1.0
862.0,1187.25,NaN,1187.25,117.0,-1.0
863.0,1187.0,NaN,1187.0,118.0,-1.0
864.0,1184.5,1183.75,1185.25,116.0,-0.75
865.0,1189.75,NaN,1189.75,105.0,-1.0
866.0,1187.75,NaN,1187.75,115.0,-1.0
867.0,1187.5,NaN,1187.5,119.0,-1.0
868.0,1187.5,NaN,1187.5,117.0,-1.0
869.0,1187.75,NaN,1187.75,116.0,-1.0
870.0,1186.5,NaN,1186.5,116.0,-1.0
871.0,1183.5,NaN,1183.5,118.0,-1.0
872.0,1183.5,NaN,1183.5,115.0,-1.0
873.0,1182.25,NaN,1182.25,119.0,-1.0
874.0,1182.5,NaN,1182.5,119.0,-1.0
875.0,1180.75,1180.0,1181.5,119.0,-0.9130434782608695
876.0,1180.5,NaN,1180.5,117.0,-1.0
877.0,1180.75,NaN,1180.75,120.0,-1.0
878.0,1180.75,NaN,1180.75,120.0,-1.0
879.0,1180.75,NaN,1180.75,120.0,-1.0
880.0,1180.5,NaN,1180.5,119.0,-1.0
881.0,1180.25,NaN,1180.25,120.0,-1.0
882.0,1181.0,NaN,1181.0,119.0,-1.0
883.0,1180.75,NaN,1180.75,118.0,-1.0
884.0,1180.0,NaN,1180.0,116.0,-1.0
885.0,1180.25,NaN,1180.25,119.0,-1.0
886.0,1179.5,1179.0,1180.0,119.0,-0.8666666666666667
887.0,1179.25,NaN,1179.25,114.0,-1.0
888.0,1177.75,NaN,1177.75,116.0,-1.0
889.0,1177.75,NaN,1177.75,119.0,-1.0
890.0,1177.25,1176.5,1178.0,120.0,-0.9047619047619048
891.0,1177.75,NaN,1177.75,117.0,-1.0
892.0,1178.25,1178.25,NaN,97.0,1.0
893.0,1176.5,1176.25,1176.75,78.0,0.2
894.0,1173.875,1173.0,1174.75,68.0,0.45454545454545453
895.0,1171.0,1171.0,NaN,46.0,1.0
896.0,1170.75,1170.25,1171.25,31.0,0.5294117647058824
897.0,1169.875,1169.25,1170.5,32.0,0.8571428571428571
898.0,1168.5,1167.75,1169.25,41.0,0.8333333333333334
899.0,1166.75,1166.75,NaN,54.0,1.0
900.0,1166.0,1166.0,NaN,69.0,1.0
901.0,1166.625,1166.0,1167.25,72.0,0.5
902.0,1167.625,1167.25,1168.0,49.0,-0.5789473684210527
903.0,1167.75,NaN,1167.75,31.0,-1.0
904.0,1164.75,1164.75,NaN,56.0,1.0
905.0,1166.125,1165.75,1166.5,36.0,-0.875
906.0,1167.0,NaN,1167.0,28.0,-1.0
907.0,1166.375,1165.75,1167.0,38.0,-0.9375
908.0,1167.0,NaN,1167.0,51.0,-1.0
909.0,1166.25,NaN,1166.25,78.0,-1.0
910.0,1166.25,NaN,1166.25,93.0,-1.0
911.0,1164.75,NaN,1164.75,103.0,-1.0
912.0,1163.25,1162.25,1164.25,95.0,-0.2222222222222222
913.0,1161.0,1161.0,NaN,82.0,1.0
914.0,1159.5,1159.5,NaN,67.0,1.0
915.0,1158.625,1158.0,1159.25,50.0,-0.043478260869565216
916.0,1157.625,1157.0,1158.25,24.0,0.8888888888888888
917.0,1156.5,1156.0,1157.0,20.0,0.8461538461538461
918.0,1155.125,1154.5,1155.75,19.0,0.8181818181818182
919.0,1153.25,1153.25,NaN,39.0,1.0
920.0,1152.5,1152.5,NaN,53.0,1.0
921.0,1153.875,1153.25,1154.5,67.0,0.7333333333333333
922.0,1154.125,1153.5,1154.75,82.0,0.8571428571428571
923.0,1155.5,1155.5,NaN,103.0,1.0
924.0,1156.0,1155.75,1156.25,88.0,-0.7333333333333333
925.0,1156.25,NaN,1156.25,60.0,-1.0
926.0,1157.0,NaN,1157.0,42.0,-1.0
927.0,1156.375,1156.0,1156.75,20.0,-0.7857142857142857
928.0,1156.25,1155.75,1156.75,19.0,-0.6666666666666666
929.0,1156.5,1155.75,1157.25,25.0,-0.18518518518518517
930.0,1155.0,1154.5,1155.5,25.0,0.875
931.0,1154.75,1154.0,1155.5,33.0,0.7142857142857143
932.0,1154.125,1153.75,1154.5,49.0,0.6153846153846154
933.0,1153.5,1153.5,NaN,68.0,1.0
934.0,1155.625,1155.0,1156.25,83.0,0.4
935.0,1155.125,1154.5,1155.75,87.0,0.5714285714285714
936.0,1155.0,1155.0,NaN,101.0,1.0
937.0,1155.0,1154.25,1155.75,103.0,0.9130434782608695
938.0,1154.75,1154.75,NaN,108.0,1.0
939.0,1156.5,1156.0,1157.0,109.0,0.25
940.0,1156.0,1156.0,NaN,116.0,1.0
941.0,1156.25,1156.25,NaN,114.0,1.0
942.0,1156.75,1156.75,NaN,117.0,1.0
943.0,1157.75,1157.75,NaN,116.0,1.0
944.0,1156.5,1156.5,NaN,111.0,1.0
945.0,1157.5,1157.5,NaN,120.0,1.0
946.0,1158.25,1157.5,1159.0,116.0,0.8571428571428571
947.0,1157.875,1157.25,1158.5,115.0,0.7647058823529411
948.0,1158.25,1158.25,NaN,118.0,1.0
949.0,1158.0,1158.0,NaN,118.0,1.0
950.0,1158.0,1158.0,NaN,120.0,1.0
951.0,1157.5,1157.5,NaN,119.0,1.0
952.0,1157.5,1157.5,NaN,117.0,1.0
953.0,1158.25,1158.25,NaN,116.0,1.0
954.0,1159.0,1159.0,NaN,118.0,1.0
955.0,1159.0,1159.0,NaN,116.0,1.0
956.0,1159.0,1159.0,NaN,119.0,1.0
957.0,1159.0,1159.0,NaN,120.0,1.0
958.0,1159.0,1159.0,NaN,119.0,1.0
959.0,1159.875,1159.5,1160.25,115.0,0.84
960.0,1161.125,1160.75,1161.5,116.0,0.7142857142857143
961.0,1160.75,1160.75,NaN,119.0,1.0
962.0,1160.0,1160.0,NaN,119.0,1.0
963.0,1159.75,1159.75,NaN,117.0,1.0
964.0,1159.75,1159.75,NaN,117.0,1.0
965.0,1161.875,1161.0,1162.75,115.0,0.6190476190476191
966.0,1162.25,1162.25,NaN,114.0,1.0
967.0,1163.5,1163.25,1163.75,113.0,0.7142857142857143
968.0,1163.75,1163.75,NaN,118.0,1.0
969.0,1164.25,1163.5,1165.0,115.0,0.9090909090909091
970.0,1163.5,1163.5,NaN,119.0,1.0
971.0,1163.5,1163.5,NaN,119.0,1.0
972.0,1163.25,1163.25,NaN,119.0,1.0
973.0,1163.75,1163.75,NaN,117.0,1.0
974.0,1165.25,1165.25,NaN,117.0,1.0
975.0,1164.75,1164.75,NaN,120.0,1.0
976.0,1164.75,1164.75,NaN,118.0,1.0
977.0,1165.5,1164.75,1166.25,116.0,0.8888888888888888
978.0,1164.5,1164.5,NaN,117.0,1.0
979.0,1164.75,1164.75,NaN,118.0,1.0
980.0,1164.5,1164.5,NaN,120.0,1.0
981.0,1164.75,1164.75,NaN,116.0,1.0
982.0,1165.0,1165.0,NaN,117.0,1.0
983.0,1165.25,1165.25,NaN,117.0,1.0
984.0,1165.5,1164.75,1166.25,114.0,0.9130434782608695
985.0,1164.5,1164.5,NaN,115.0,1.0
986.0,1170.0,NaN,1170.0,86.0,-1.0
987.0,1172.25,NaN,1172.25,70.0,-1.0
988.0,1173.0,NaN,1173.0,53.0,-1.0
989.0,1173.25,NaN,1173.25,29.0,-1.0
990.0,1172.75,1172.25,1173.25,26.0,-0.8823529411764706
991.0,1173.75,NaN,1173.75,27.0,-1.0
992.0,1173.125,1172.5,1173.75,43.0,-0.8260869565217391
993.0,1173.5,NaN,1173.5,64.0,-1.0
994.0,1172.125,1171.5,1172.75,88.0,-0.875
995.0,1172.0,NaN,1172.0,107.0,-1.0
996.0,1171.75,NaN,1171.75,115.0,-1.0
997.0,1171.75,NaN,1171.75,117.0,-1.0
998.0,1171.0,1170.25,1171.75,116.0,-0.8620689655172413
999.0,1171.75,NaN,1171.75,118.0,-1.0
1000.0,1172.25,NaN,1172.25,116.0,-1.0
1001.0,1171.125,1171.0,1171.25,117.0,-0.9166666666666666
1002.0,1169.0,1168.5,1169.5,116.0,-0.8181818181818182
1003.0,1168.375,1168.0,1168.75,119.0,-0.8947368421052632
1004.0,1168.5,NaN,1168.5,119.0,-1.0
1005.0,1167.875,1167.25,1168.5,114.0,-0.6470588235294118
1006.0,1168.75,NaN,1168.75,116.0,-1.0
1007.0,1169.5,NaN,1169.5,117.0,-1.0
1008.0,1169.0,1168.25,1169.75,113.0,-0.9428571428571428
1009.0,1169.5,NaN,1169.5,116.0,-1.0
1010.0,1169.0,1168.25,1169.75,117.0,-0.9473684210526315
1011.0,1170.0,NaN,1170.0,120.0,-1.0
1012.0,1169.5,NaN,1169.5,118.0,-1.0
1013.0,1169.75,NaN,1169.75,116.0,-1.0
1014.0,1169.75,NaN,1169.75,116.0,-1.0
1015.0,1169.5,NaN,1169.5,116.0,-1.0
1016.0,1168.625,1168.5,1168.75,116.0,-0.5714285714285714
1017.0,1168.25,NaN,1168.25,115.0,-1.0
1018.0,1166.75,NaN,1166.75,118.0,-1.0
1019.0,1166.0,NaN,1166.0,119.0,-1.0
1020.0,1166.5,NaN,1166.5,119.0,-1.0
1021.0,1165.5,NaN,1165.5,118.0,-1.0
1022.0,1165.5,NaN,1165.5,118.0,-1.0
1023.0,1165.75,NaN,1165.75,118.0,-1.0
1024.0,1165.5,NaN,1165.5,119.0,-1.0
1025.0,1165.75,NaN,1165.75,120.0,-1.0
1026.0,1165.75,NaN,1165.75,119.0,-1.0
1027.0,1165.75,NaN,1165.75,118.0,-1.0
1028.0,1165.25,NaN,1165.25,116.0,-1.0
1029.0,1165.0,NaN,1165.0,119.0,-1.0
1030.0,1164.5,NaN,1164.5,120.0,-1.0
1031.0,1164.5,NaN,1164.5,120.0,-1.0
1032.0,1164.5,NaN,1164.5,120.0,-1.0
1033.0,1163.75,1163.0,1164.5,120.0,-0.95
1034.0,1164.5,NaN,1164.5,120.0,-1.0
1035.0,1165.0,NaN,1165.0,118.0,-1.0
1036.0,1165.0,NaN,1165.0,118.0,-1.0
1037.0,1164.25,NaN,1164.25,117.0,-1.0
1038.0,1164.75,NaN,1164.75,118.0,-1.0
1039.0,1165.25,NaN,1165.25,120.0,-1.0
1040.0,1165.25,NaN,1165.25,120.0,-1.0
1041.0,1165.25,NaN,1165.25,119.0,-1.0
1042.0,1165.5,NaN,1165.5,120.0,-1.0
1043.0,1165.5,NaN,1165.5,120.0,-1.0
1044.0,1164.25,1163.5,1165.0,115.0,-0.9428571428571428
1045.0,1164.75,NaN,1164.75,119.0,-1.0
1046.0,1165.0,NaN,1165.0,119.0,-1.0
1047.0,1165.0,NaN,1165.0,120.0,-1.0
1048.0,1165.0,NaN,1165.0,120.0,-1.0
1049.0,1165.0,NaN,1165.0,115.0,-1.0
1050.0,1163.75,NaN,1163.75,116.0,-1.0
1051.0,1164.0,NaN,1164.0,119.0,-1.0
1052.0,1164.0,NaN,1164.0,115.0,-1.0
1053.0,1164.0,NaN,1164.0,116.0,-1.0
1054.0,1164.0,NaN,1164.0,116.0,-1.0
1055.0,1162.0,NaN,1162.0,116.0,-1.0
1056.0,1161.0,NaN,1161.0,117.0,-1.0
1057.0,1161.5,NaN,1161.5,115.0,-1.0
1058.0,1159.75,NaN,1159.75,119.0,-1.0
1059.0,1160.25,NaN,1160.25,117.0,-1.0
1060.0,1159.25,1158.5,1160.0,117.0,-0.9
1061.0,1160.0,NaN,1160.0,120.0,-1.0
1062.0,1160.0,NaN,1160.0,120.0,-1.0
1063.0,1159.5,NaN,1159.5,116.0,-1.0
1064.0,1157.0,NaN,1157.0,114.0,-1.0
1065.0,1157.25,NaN,1157.25,118.0,-1.0
1066.0,1157.25,NaN,1157.25,120.0,-1.0
1067.0,1157.25,NaN,1157.25,119.0,-1.0
1068.0,1157.5,NaN,1157.5,117.0,-1.0
1069.0,1156.75,1156.0,1157.5,117.0,-0.8823529411764706
1070.0,1157.25,NaN,1157.25,116.0,-1.0
1071.0,1157.5,NaN,1157.5,118.0,-1.0
1072.0,1158.25,NaN,1158.25,117.0,-1.0
1073.0,1158.25,NaN,1158.25,120.0,-1.0
1074.0,1158.25,NaN,1158.25,118.0,-1.0
1075.0,1158.25,NaN,1158.25,120.0,-1.0
1076.0,1156.875,1156.0,1157.75,114.0,-0.9393939393939394
1077.0,1155.0,NaN,1155.0,118.0,-1.0
1078.0,1152.5,NaN,1152.5,116.0,-1.0
1079.0,1152.0,NaN,1152.0,117.0,-1.0
1080.0,1152.0,NaN,1152.0,119.0,-1.0
1081.0,1152.25,NaN,1152.25,118.0,-1.0
1082.0,1152.25,NaN,1152.25,120.0,-1.0
1083.0,1152.0,NaN,1152.0,119.0,-1.0
1084.0,1151.5,1150.75,1152.25,117.0,-0.9310344827586207
1085.0,1150.625,1149.75,1151.5,115.0,-0.8571428571428571
1086.0,1151.25,NaN,1151.25,118.0,-1.0
1087.0,1151.75,NaN,1151.75,120.0,-1.0
1088.0,1151.5,NaN,1151.5,119.0,-1.0
1089.0,1152.0,NaN,1152.0,120.0,-1.0
1090.0,1151.5,NaN,1151.5,116.0,-1.0
1091.0,1149.5,NaN,1149.5,118.0,-1.0
1092.0,1149.125,1149.0,1149.25,118.0,-0.6923076923076923
1093.0,1149.25,NaN,1149.25,118.0,-1.0
1094.0,1149.0,NaN,1149.0,116.0,-1.0
1095.0,1148.5,NaN,1148.5,120.0,-1.0
1096.0,1148.0,1148.0,NaN,97.0,1.0
1097.0,1146.0,1145.75,1146.25,85.0,0.3333333333333333
1098.0,1142.0,1141.75,1142.25,71.0,0.2
1099.0,1138.25,1138.25,NaN,58.0,1.0
1100.0,1137.5,1137.0,1138.0,35.0,0.6923076923076923
1101.0,1135.5,1135.5,NaN,30.0,1.0
1102.0,1134.75,1134.75,NaN,30.0,1.0
1103.0,1134.0,1133.5,1134.5,35.0,0.7777777777777778
1104.0,1133.25,1133.25,NaN,53.0,1.0
1105.0,1133.75,1133.75,NaN,69.0,1.0
1106.0,1133.875,1133.25,1134.5,78.0,0.8947368421052632
1107.0,1135.375,1134.75,1136.0,95.0,0.6363636363636364
1108.0,1137.0,1136.25,1137.75,106.0,0.3333333333333333
1109.0,1136.25,1136.25,NaN,111.0,1.0
1110.0,1138.0,1138.0,NaN,112.0,1.0
1111.0,1138.75,1138.0,1139.5,119.0,0.8947368421052632
1112.0,1138.25,1138.25,NaN,116.0,1.0
1113.0,1138.0,1138.0,NaN,116.0,1.0
1114.0,1138.25,1138.25,NaN,115.0,1.0
1115.0,1138.25,1138.25,NaN,116.0,1.0
1116.0,1138.25,1138.25,NaN,116.0,1.0
1117.0,1138.25,1138.25,NaN,118.0,1.0
1118.0,1138.375,1138.0,1138.75,117.0,0.8709677419354839
1119.0,1138.75,1138.0,1139.5,119.0,0.9333333333333333
1120.0,1138.0,1138.0,NaN,118.0,1.0
1121.0,1137.5,1137.5,NaN,119.0,1.0
1122.0,1137.25,1137.25,NaN,118.0,1.0
1123.0,1137.75,1137.75,NaN,118.0,1.0
1124.0,1137.25,1137.25,NaN,117.0,1.0
1125.0,1138.125,1137.5,1138.75,115.0,0.8666666666666667
1126.0,1139.0,1138.25,1139.75,112.0,0.5714285714285714
1127.0,1139.125,1138.5,1139.75,117.0,0.6470588235294118
1128.0,1139.125,1138.5,1139.75,114.0,0.7647058823529411
1129.0,1138.5,1138.5,NaN,114.0,1.0
1130.0,1138.5,1138.5,NaN,114.0,1.0
1131.0,1139.5,1139.5,NaN,119.0,1.0
1132.0,1139.0,1139.0,NaN,116.0,1.0
1133.0,1138.5,1138.5,NaN,119.0,1.0
1134.0,1138.75,1138.75,NaN,119.0,1.0
1135.0,1138.75,1138.75,NaN,119.0,1.0
1136.0,1139.75,1139.75,NaN,119.0,1.0
1137.0,1139.75,1139.75,NaN,115.0,1.0
1138.0,1139.5,1139.5,NaN,115.0,1.0
1139.0,1139.75,1139.75,NaN,117.0,1.0
1140.0,1139.25,1139.25,NaN,119.0,1.0
1141.0,1138.75,1138.75,NaN,114.0,1.0
1142.0,1139.375,1139.0,1139.75,115.0,0.8
1143.0,1138.75,1138.75,NaN,119.0,1.0
1144.0,1139.75,1139.75,NaN,116.0,1.0
1145.0,1140.0,1140.0,NaN,117.0,1.0
1146.0,1139.75,1139.75,NaN,116.0,1.0
1147.0,1140.0,1139.25,1140.75,111.0,0.9259259259259259
1148.0,1140.25,1139.5,1141.0,117.0,0.9259259259259259
1149.0,1141.25,1141.25,NaN,116.0,1.0
1150.0,1140.5,1140.5,NaN,117.0,1.0
1151.0,1140.25,1140.25,NaN,118.0,1.0
1152.0,1140.75,1140.75,NaN,119.0,1.0
1153.0,1142.0,1142.0,NaN,117.0,1.0
1154.0,1142.5,1142.5,NaN,113.0,1.0
1155.0,1143.75,1143.75,NaN,120.0,1.0
1156.0,1143.5,1143.5,NaN,116.0,1.0
1157.0,1144.0,1144.0,NaN,119.0,1.0
1158.0,1144.0,1144.0,NaN,117.0,1.0
1159.0,1144.75,1144.75,NaN,115.0,1.0
1160.0,1144.0,1144.0,NaN,114.0,1.0
1161.0,1145.5,1145.5,NaN,118.0,1.0
1162.0,1145.25,1145.25,NaN,119.0,1.0
1163.0,1145.5,1145.5,NaN,119.0,1.0
1164.0,1145.5,1145.5,NaN,119.0,1.0
1165.0,1145.25,1145.25,NaN,114.0,1.0
1166.0,1147.75,1147.75,NaN,112.0,1.0
1167.0,1149.5,1149.5,NaN,117.0,1.0
1168.0,1150.0,1150.0,NaN,116.0,1.0
1169.0,1149.75,1149.75,NaN,119.0,1.0
1170.0,1149.25,1149.25,NaN,120.0,1.0
1171.0,1149.5,1149.5,NaN,118.0,1.0
1172.0,1148.75,1148.75,NaN,119.0,1.0
1173.0,1148.25,1148.25,NaN,117.0,1.0
1174.0,1148.5,1148.5,NaN,119.0,1.0
1175.0,1148.0,1148.0,NaN,118.0,1.0
1176.0,1148.25,1148.25,NaN,119.0,1.0
1177.0,1148.25,1148.25,NaN,118.0,1.0
1178.0,1147.75,1147.75,NaN,118.0,1.0
1179.0,1148.5,1147.75,1149.25,116.0,0.9487179487179487
1180.0,1148.75,1148.75,NaN,118.0,1.0
1181.0,1150.0,1149.25,1150.75,115.0,0.8181818181818182
1182.0,1149.25,1149.25,NaN,118.0,1.0
1183.0,1148.5,1148.5,NaN,116.0,1.0
1184.0,1148.5,1148.5,NaN,118.0,1.0
1185.0,1150.25,1149.5,1151.0,117.0,0.8
1186.0,1152.25,1152.25,NaN,119.0,1.0
1187.0,1152.0,1152.0,NaN,120.0,1.0
1188.0,1152.5,1152.5,NaN,117.0,1.0
1189.0,1152.25,1152.25,NaN,118.0,1.0
1190.0,1152.25,1152.25,NaN,117.0,1.0
1191.0,1153.0,1153.0,NaN,116.0,1.0
1192.0,1153.75,1153.75,NaN,117.0,1.0
1193.0,1154.75,1154.0,1155.5,113.0,0.8333333333333334
1194.0,1154.25,1154.25,NaN,119.0,1.0
1195.0,1154.0,1154.0,NaN,118.0,1.0
1196.0,1153.75,1153.75,NaN,120.0,1.0
1197.0,1153.75,1153.75,NaN,118.0,1.0
1198.0,1155.875,1155.25,1156.5,113.0,0.7142857142857143
1199.0,1156.75,1156.75,NaN,120.0,1.0
1200.0,1156.5,1156.5,NaN,119.0,1.0
1201.0,1155.5,1155.5,NaN,118.0,1.0
1202.0,1155.75,1155.75,NaN,116.0,1.0
1203.0,1155.5,1155.5,NaN,119.0,1.0
1204.0,1155.75,1155.75,NaN,118.0,1.0
1205.0,1155.75,1155.75,NaN,117.0,1.0
1206.0,1156.0,1156.0,NaN,119.0,1.0
1207.0,1156.5,1155.75,1157.25,119.0,0.9411764705882353
1208.0,1155.5,1155.5,NaN,120.0,1.0
1209.0,1155.25,1155.25,NaN,120.0,1.0
1210.0,1155.5,1155.5,NaN,119.0,1.0
1211.0,1155.75,1155.0,1156.5,119.0,0.9333333333333333
1212.0,1157.25,1157.25,NaN,118.0,1.0
1213.0,1157.25,1157.25,NaN,120.0,1.0
1214.0,1157.0,1157.0,NaN,120.0,1.0
1215.0,1156.75,1156.75,NaN,120.0,1.0
1216.0,1156.5,1156.5,NaN,120.0,1.0
1217.0,1157.0,1157.0,NaN,118.0,1.0
1218.0,1156.25,1156.25,NaN,119.0,1.0
1219.0,1156.5,1156.5,NaN,119.0,1.0
1220.0,1153.75,1153.5,1154.0,90.0,-0.3333333333333333
1221.0,1155.5,NaN,1155.5,61.0,-1.0
1222.0,1156.125,1155.75,1156.5,38.0,-0.625
1223.0,1157.25,1156.75,1157.75,25.0,-0.8
1224.0,1158.0,NaN,1158.0,25.0,-1.0
1225.0,1158.5,NaN,1158.5,35.0,-1.0
1226.0,1158.75,NaN,1158.75,55.0,-1.0
1227.0,1157.5,1156.75,1158.25,67.0,-0.8571428571428571
1228.0,1156.5,NaN,1156.5,86.0,-1.0
1229.0,1156.0,NaN,1156.0,96.0,-1.0
1230.0,1153.25,1152.75,1153.75,107.0,-0.2727272727272727
1231.0,1153.875,1153.5,1154.25,115.0,-0.6
1232.0,1154.75,NaN,1154.75,116.0,-1.0
1233.0,1153.5,NaN,1153.5,118.0,-1.0
1234.0,1154.75,1153.75,1155.75,103.0,0.0
1235.0,1151.75,1151.75,NaN,77.0,1.0
1236.0,1149.75,1149.75,NaN,65.0,1.0
1237.0,1149.0,1149.0,NaN,48.0,1.0
1238.0,1148.375,1148.0,1148.75,36.0,0.8666666666666667
1239.0,1148.5,1147.75,1149.25,30.0,0.5714285714285714
1240.0,1148.25,1147.5,1149.0,33.0,0.875
1241.0,1147.625,1147.0,1148.25,44.0,0.6
1242.0,1147.625,1147.0,1148.25,62.0,0.5294117647058824
1243.0,1147.75,1147.0,1148.5,83.0,0.6470588235294118
1244.0,1148.875,1148.25,1149.5,96.0,0.8
1245.0,1150.5,1150.5,NaN,110.0,1.0
